Processing grid size (6, 6) with 216 examples...
Grid Size (15, 15) | Epoch [670/1000] | D Loss: 0.4641 | G Loss: 1.5401
Grid Size (15, 15) | Epoch [680/1000] | D Loss: 0.5249 | G Loss: 1.7751
Grid Size (15, 15) | Epoch [690/1000] | D Loss: 0.7844 | G Loss: 1.7173
Grid Size (15, 15) | Epoch [700/1000] | D Loss: 0.4708 | G Loss: 2.2016
Grid Size (15, 15) | Epoch [710/1000] | D Loss: 0.3727 | G Loss: 1.5954
Grid Size (15, 15) | Epoch [720/1000] | D Loss: 0.4470 | G Loss: 1.8848
Grid Size (15, 15) | Epoch [730/1000] | D Loss: 0.4570 | G Loss: 1.1944
Grid Size (15, 15) | Epoch [740/1000] | D Loss: 0.4599 | G Loss: 2.3244
Grid Size (15, 15) | Epoch [750/1000] | D Loss: 0.5281 | G Loss: 1.5982
Grid Size (15, 15) | Epoch [760/1000] | D Loss: 0.4324 | G Loss: 2.2362
Grid Size (15, 15) | Epoch [770/1000] | D Loss: 0.4779 | G Loss: 2.1193
Grid Size (15, 15) | Epoch [780/1000] | D Loss: 0.3633 | G Loss: 1.9222
Grid Size (15, 15) | Epoch [790/1000] | D Loss: 0.4675 | G Loss: 2.1556
Grid Size (15, 15) | Epoch [800/1000] | D Loss: 0.4074 | G Loss: 1.5557
Grid Size (15, 15) | Epoch [810/1000] | D Loss: 0.3868 | G Loss: 2.1822
Grid Size (15, 15) | Epoch [820/1000] | D Loss: 0.3776 | G Loss: 2.3936
Grid Size (15, 15) | Epoch [830/1000] | D Loss: 0.3780 | G Loss: 2.0808
Grid Size (15, 15) | Epoch [840/1000] | D Loss: 0.5594 | G Loss: 2.8747
Grid Size (15, 15) | Epoch [850/1000] | D Loss: 0.3455 | G Loss: 2.4403
Grid Size (15, 15) | Epoch [860/1000] | D Loss: 0.3648 | G Loss: 2.3283
Grid Size (15, 15) | Epoch [870/1000] | D Loss: 0.3203 | G Loss: 2.2414
Grid Size (15, 15) | Epoch [880/1000] | D Loss: 0.3400 | G Loss: 2.1798
Grid Size (15, 15) | Epoch [890/1000] | D Loss: 0.3318 | G Loss: 2.1536
Grid Size (15, 15) | Epoch [900/1000] | D Loss: 0.3304 | G Loss: 2.1641
Grid Size (15, 15) | Epoch [910/1000] | D Loss: 0.3614 | G Loss: 1.8693
Grid Size (15, 15) | Epoch [920/1000] | D Loss: 0.2933 | G Loss: 2.2451
Grid Size (15, 15) | Epoch [930/1000] | D Loss: 0.3336 | G Loss: 2.7725
Grid Size (15, 15) | Epoch [940/1000] | D Loss: 0.2938 | G Loss: 2.2516
Grid Size (15, 15) | Epoch [950/1000] | D Loss: 0.3023 | G Loss: 2.6565
Grid Size (15, 15) | Epoch [960/1000] | D Loss: 0.3414 | G Loss: 2.1360
Grid Size (15, 15) | Epoch [970/1000] | D Loss: 0.3078 | G Loss: 2.4992
Grid Size (15, 15) | Epoch [980/1000] | D Loss: 0.3474 | G Loss: 1.9830
Grid Size (15, 15) | Epoch [990/1000] | D Loss: 0.2874 | G Loss: 2.5771

Training complete for grid size (15, 15).

Generating 200 new examples for grid size (15, 15)...
Generated dataset appended to '/content/drive/MyDrive/Google_AI_Studio/ARCAGI2025/datasets/generated_dcgan_dataset_15x15.json'.

Processing grid size (6, 8) with 24 examples...
Skipping training for grid size (6, 8) due to insufficient data (24 examples).

Processing grid size (8, 6) with 8 examples...
Skipping training for grid size (8, 6) due to insufficient data (8 examples).

Processing grid size (6, 4) with 46 examples...
Skipping training for grid size (6, 4) due to insufficient data (46 examples).

Processing grid size (4, 6) with 26 examples...
Skipping training for grid size (4, 6) due to insufficient data (26 examples).

Processing grid size (23, 25) with 6 examples...
Skipping training for grid size (23, 25) due to insufficient data (6 examples).

Processing grid size (25, 23) with 2 examples...
Skipping training for grid size (25, 23) due to insufficient data (2 examples).

Processing grid size (24, 19) with 8 examples...
Skipping training for grid size (24, 19) due to insufficient data (8 examples).

Processing grid size (19, 24) with 8 examples...
Skipping training for grid size (19, 24) due to insufficient data (8 examples).

Processing grid size (13, 13) with 152 examples...
Using Conv models for grid size (13, 13).
Grid Size (13, 13) | Epoch [0/1000] | D Loss: 1.4887 | G Loss: 0.8164
Grid Size (13, 13) | Epoch [10/1000] | D Loss: 0.5721 | G Loss: 1.5229
Grid Size (13, 13) | Epoch [20/1000] | D Loss: 0.4575 | G Loss: 1.7790
Grid Size (13, 13) | Epoch [30/1000] | D Loss: 0.3616 | G Loss: 1.8359
Grid Size (13, 13) | Epoch [40/1000] | D Loss: 0.3844 | G Loss: 1.8097
Grid Size (13, 13) | Epoch [50/1000] | D Loss: 0.4532 | G Loss: 1.7646
Grid Size (13, 13) | Epoch [60/1000] | D Loss: 0.3797 | G Loss: 2.0153
Grid Size (13, 13) | Epoch [70/1000] | D Loss: 0.3958 | G Loss: 1.8677
Grid Size (13, 13) | Epoch [80/1000] | D Loss: 0.3190 | G Loss: 2.0227
Grid Size (13, 13) | Epoch [90/1000] | D Loss: 0.2391 | G Loss: 2.4817
Grid Size (13, 13) | Epoch [100/1000] | D Loss: 0.2180 | G Loss: 2.7144
Grid Size (13, 13) | Epoch [110/1000] | D Loss: 0.2564 | G Loss: 2.1200
Grid Size (13, 13) | Epoch [120/1000] | D Loss: 0.3287 | G Loss: 2.3432
Grid Size (13, 13) | Epoch [130/1000] | D Loss: 0.3531 | G Loss: 2.0356
Grid Size (13, 13) | Epoch [140/1000] | D Loss: 0.4643 | G Loss: 1.6523
Grid Size (13, 13) | Epoch [150/1000] | D Loss: 0.3983 | G Loss: 2.2633
Grid Size (13, 13) | Epoch [160/1000] | D Loss: 0.4654 | G Loss: 2.0470
Grid Size (13, 13) | Epoch [170/1000] | D Loss: 0.5401 | G Loss: 2.4737
Grid Size (13, 13) | Epoch [180/1000] | D Loss: 0.4843 | G Loss: 2.0593
Grid Size (13, 13) | Epoch [190/1000] | D Loss: 0.6149 | G Loss: 1.9721
Grid Size (13, 13) | Epoch [200/1000] | D Loss: 0.5419 | G Loss: 2.1402
Grid Size (13, 13) | Epoch [210/1000] | D Loss: 0.4464 | G Loss: 2.0973
Grid Size (13, 13) | Epoch [220/1000] | D Loss: 0.3888 | G Loss: 2.1877
Grid Size (13, 13) | Epoch [230/1000] | D Loss: 0.3341 | G Loss: 2.0384
Grid Size (13, 13) | Epoch [240/1000] | D Loss: 0.3258 | G Loss: 2.1275
Grid Size (13, 13) | Epoch [250/1000] | D Loss: 0.3186 | G Loss: 2.5331
Grid Size (13, 13) | Epoch [260/1000] | D Loss: 0.2760 | G Loss: 2.4640
Grid Size (13, 13) | Epoch [270/1000] | D Loss: 0.2981 | G Loss: 2.4761
Grid Size (13, 13) | Epoch [280/1000] | D Loss: 0.3152 | G Loss: 2.4343
Grid Size (13, 13) | Epoch [290/1000] | D Loss: 0.1639 | G Loss: 2.6615
Grid Size (13, 13) | Epoch [300/1000] | D Loss: 0.3667 | G Loss: 2.7952
Grid Size (13, 13) | Epoch [310/1000] | D Loss: 0.2042 | G Loss: 2.9406
Grid Size (13, 13) | Epoch [320/1000] | D Loss: 0.2049 | G Loss: 2.6489
Grid Size (13, 13) | Epoch [330/1000] | D Loss: 0.2947 | G Loss: 2.6921
Grid Size (13, 13) | Epoch [340/1000] | D Loss: 0.2885 | G Loss: 2.2357
Grid Size (13, 13) | Epoch [350/1000] | D Loss: 0.3144 | G Loss: 2.2781
Grid Size (13, 13) | Epoch [360/1000] | D Loss: 0.2119 | G Loss: 2.6056
Grid Size (13, 13) | Epoch [370/1000] | D Loss: 0.2291 | G Loss: 2.6085
Grid Size (13, 13) | Epoch [380/1000] | D Loss: 0.1757 | G Loss: 2.3035
Grid Size (13, 13) | Epoch [390/1000] | D Loss: 0.2312 | G Loss: 2.9612
Grid Size (13, 13) | Epoch [400/1000] | D Loss: 0.2179 | G Loss: 3.4987
Grid Size (13, 13) | Epoch [410/1000] | D Loss: 0.1995 | G Loss: 2.5231
Grid Size (13, 13) | Epoch [420/1000] | D Loss: 0.2078 | G Loss: 3.2777
Grid Size (13, 13) | Epoch [430/1000] | D Loss: 0.2267 | G Loss: 2.2427
Grid Size (13, 13) | Epoch [440/1000] | D Loss: 0.1699 | G Loss: 2.2047
Grid Size (13, 13) | Epoch [450/1000] | D Loss: 0.2310 | G Loss: 3.1475
Grid Size (13, 13) | Epoch [460/1000] | D Loss: 0.2088 | G Loss: 2.2127
Grid Size (13, 13) | Epoch [470/1000] | D Loss: 0.3166 | G Loss: 2.7561
Grid Size (13, 13) | Epoch [480/1000] | D Loss: 0.2382 | G Loss: 2.4299
Grid Size (13, 13) | Epoch [490/1000] | D Loss: 0.2597 | G Loss: 2.0722
Grid Size (13, 13) | Epoch [500/1000] | D Loss: 0.1892 | G Loss: 2.6428
Grid Size (13, 13) | Epoch [510/1000] | D Loss: 0.1582 | G Loss: 3.1439
Grid Size (13, 13) | Epoch [520/1000] | D Loss: 0.1790 | G Loss: 3.3137
Grid Size (13, 13) | Epoch [530/1000] | D Loss: 0.5307 | G Loss: 2.4604
Grid Size (13, 13) | Epoch [540/1000] | D Loss: 0.1497 | G Loss: 2.3675
Grid Size (13, 13) | Epoch [550/1000] | D Loss: 0.1827 | G Loss: 3.3307
Grid Size (13, 13) | Epoch [560/1000] | D Loss: 0.1588 | G Loss: 2.5357
Grid Size (13, 13) | Epoch [570/1000] | D Loss: 0.1904 | G Loss: 3.0123
Grid Size (13, 13) | Epoch [580/1000] | D Loss: 0.2468 | G Loss: 2.7345
Grid Size (13, 13) | Epoch [590/1000] | D Loss: 0.2214 | G Loss: 3.4484
Grid Size (13, 13) | Epoch [600/1000] | D Loss: 0.1654 | G Loss: 2.6273
Grid Size (13, 13) | Epoch [610/1000] | D Loss: 0.2251 | G Loss: 3.2828
Grid Size (13, 13) | Epoch [620/1000] | D Loss: 0.1680 | G Loss: 3.7135
Grid Size (13, 13) | Epoch [630/1000] | D Loss: 0.2739 | G Loss: 2.6312
Grid Size (13, 13) | Epoch [640/1000] | D Loss: 0.1863 | G Loss: 2.0568
Grid Size (13, 13) | Epoch [650/1000] | D Loss: 0.2697 | G Loss: 2.6418
Grid Size (13, 13) | Epoch [660/1000] | D Loss: 0.1481 | G Loss: 3.6493
Grid Size (13, 13) | Epoch [670/1000] | D Loss: 0.1981 | G Loss: 3.7679
Grid Size (13, 13) | Epoch [680/1000] | D Loss: 0.0887 | G Loss: 2.6636
Grid Size (13, 13) | Epoch [690/1000] | D Loss: 0.1121 | G Loss: 3.7024
Grid Size (13, 13) | Epoch [700/1000] | D Loss: 0.1375 | G Loss: 3.0422
Grid Size (13, 13) | Epoch [710/1000] | D Loss: 0.1303 | G Loss: 3.3167
Grid Size (13, 13) | Epoch [720/1000] | D Loss: 0.1432 | G Loss: 3.7839
Grid Size (13, 13) | Epoch [730/1000] | D Loss: 0.1527 | G Loss: 2.6502
Grid Size (13, 13) | Epoch [740/1000] | D Loss: 0.0769 | G Loss: 3.2016
Grid Size (13, 13) | Epoch [750/1000] | D Loss: 0.1112 | G Loss: 3.9992
Grid Size (13, 13) | Epoch [760/1000] | D Loss: 0.2204 | G Loss: 3.2260
Grid Size (13, 13) | Epoch [770/1000] | D Loss: 0.1397 | G Loss: 2.5594
Grid Size (13, 13) | Epoch [780/1000] | D Loss: 0.1157 | G Loss: 3.3212
Grid Size (13, 13) | Epoch [790/1000] | D Loss: 0.0790 | G Loss: 2.9510
Grid Size (13, 13) | Epoch [800/1000] | D Loss: 0.1177 | G Loss: 2.5724
Grid Size (13, 13) | Epoch [810/1000] | D Loss: 0.0937 | G Loss: 3.6595
Grid Size (13, 13) | Epoch [820/1000] | D Loss: 0.1012 | G Loss: 4.0754
Grid Size (13, 13) | Epoch [830/1000] | D Loss: 0.1508 | G Loss: 3.2078
Grid Size (13, 13) | Epoch [840/1000] | D Loss: 0.1021 | G Loss: 3.6261
Grid Size (13, 13) | Epoch [850/1000] | D Loss: 0.2174 | G Loss: 3.5170
Grid Size (13, 13) | Epoch [860/1000] | D Loss: 0.3914 | G Loss: 2.4850
Grid Size (13, 13) | Epoch [870/1000] | D Loss: 0.1159 | G Loss: 3.1331
Grid Size (13, 13) | Epoch [880/1000] | D Loss: 0.0801 | G Loss: 3.5385
Grid Size (13, 13) | Epoch [890/1000] | D Loss: 0.0867 | G Loss: 3.2748
Grid Size (13, 13) | Epoch [900/1000] | D Loss: 0.0755 | G Loss: 3.4244
Grid Size (13, 13) | Epoch [910/1000] | D Loss: 0.0798 | G Loss: 2.7932
Grid Size (13, 13) | Epoch [920/1000] | D Loss: 0.0707 | G Loss: 3.5608
Grid Size (13, 13) | Epoch [930/1000] | D Loss: 0.1046 | G Loss: 3.7359
Grid Size (13, 13) | Epoch [940/1000] | D Loss: 0.0828 | G Loss: 3.4665
Grid Size (13, 13) | Epoch [950/1000] | D Loss: 0.0710 | G Loss: 3.8934
Grid Size (13, 13) | Epoch [960/1000] | D Loss: 0.0989 | G Loss: 3.3657
Grid Size (13, 13) | Epoch [970/1000] | D Loss: 0.0935 | G Loss: 3.3984
Grid Size (13, 13) | Epoch [980/1000] | D Loss: 0.1059 | G Loss: 3.8129
Grid Size (13, 13) | Epoch [990/1000] | D Loss: 0.1493 | G Loss: 3.6535

Training complete for grid size (13, 13).

Generating 200 new examples for grid size (13, 13)...
Generated dataset appended to '/content/drive/MyDrive/Google_AI_Studio/ARCAGI2025/datasets/generated_dcgan_dataset_13x13.json'.

Processing grid size (16, 26) with 6 examples...
Skipping training for grid size (16, 26) due to insufficient data (6 examples).

Processing grid size (26, 16) with 2 examples...
Skipping training for grid size (26, 16) due to insufficient data (2 examples).

Processing grid size (12, 10) with 18 examples...
Skipping training for grid size (12, 10) due to insufficient data (18 examples).

Processing grid size (10, 12) with 22 examples...
Skipping training for grid size (10, 12) due to insufficient data (22 examples).

Processing grid size (8, 8) with 168 examples...
Using Conv models for grid size (8, 8).
Grid Size (8, 8) | Epoch [0/1000] | D Loss: 1.2790 | G Loss: 0.9607
Grid Size (8, 8) | Epoch [10/1000] | D Loss: 1.2256 | G Loss: 0.8881
Grid Size (8, 8) | Epoch [20/1000] | D Loss: 1.1224 | G Loss: 0.8518
Grid Size (8, 8) | Epoch [30/1000] | D Loss: 0.8491 | G Loss: 1.1082
Grid Size (8, 8) | Epoch [40/1000] | D Loss: 0.8943 | G Loss: 1.1334
Grid Size (8, 8) | Epoch [50/1000] | D Loss: 0.8757 | G Loss: 1.1082
Grid Size (8, 8) | Epoch [60/1000] | D Loss: 0.9762 | G Loss: 0.9280
Grid Size (8, 8) | Epoch [70/1000] | D Loss: 1.0696 | G Loss: 0.9771
Grid Size (8, 8) | Epoch [80/1000] | D Loss: 1.1081 | G Loss: 1.0629
Grid Size (8, 8) | Epoch [90/1000] | D Loss: 1.0262 | G Loss: 1.0034
Grid Size (8, 8) | Epoch [100/1000] | D Loss: 0.9087 | G Loss: 1.1790
Grid Size (8, 8) | Epoch [110/1000] | D Loss: 0.9107 | G Loss: 1.2196
Grid Size (8, 8) | Epoch [120/1000] | D Loss: 0.8680 | G Loss: 1.1076
Grid Size (8, 8) | Epoch [130/1000] | D Loss: 0.8472 | G Loss: 1.1563
Grid Size (8, 8) | Epoch [140/1000] | D Loss: 0.8346 | G Loss: 1.0884
Grid Size (8, 8) | Epoch [150/1000] | D Loss: 0.7590 | G Loss: 1.2097
Grid Size (8, 8) | Epoch [160/1000] | D Loss: 0.7964 | G Loss: 1.2020
Grid Size (8, 8) | Epoch [170/1000] | D Loss: 0.7165 | G Loss: 1.2748
Grid Size (8, 8) | Epoch [180/1000] | D Loss: 0.6947 | G Loss: 1.2277
Grid Size (8, 8) | Epoch [190/1000] | D Loss: 0.6934 | G Loss: 1.4152
Grid Size (8, 8) | Epoch [200/1000] | D Loss: 0.7044 | G Loss: 1.4225
Grid Size (8, 8) | Epoch [210/1000] | D Loss: 0.6346 | G Loss: 1.4049
Grid Size (8, 8) | Epoch [220/1000] | D Loss: 0.6656 | G Loss: 1.3680
Grid Size (8, 8) | Epoch [230/1000] | D Loss: 0.5724 | G Loss: 1.5507
Grid Size (8, 8) | Epoch [240/1000] | D Loss: 0.6439 | G Loss: 1.3908
Grid Size (8, 8) | Epoch [250/1000] | D Loss: 0.5623 | G Loss: 1.4171
Grid Size (8, 8) | Epoch [260/1000] | D Loss: 0.5238 | G Loss: 1.6758
Grid Size (8, 8) | Epoch [270/1000] | D Loss: 0.5215 | G Loss: 1.5150
Grid Size (8, 8) | Epoch [280/1000] | D Loss: 0.4644 | G Loss: 1.8037
Grid Size (8, 8) | Epoch [290/1000] | D Loss: 0.4810 | G Loss: 1.7536
Grid Size (8, 8) | Epoch [300/1000] | D Loss: 0.5011 | G Loss: 1.9131
Grid Size (8, 8) | Epoch [310/1000] | D Loss: 0.4320 | G Loss: 1.6951
Grid Size (8, 8) | Epoch [320/1000] | D Loss: 0.4739 | G Loss: 1.7310
Grid Size (8, 8) | Epoch [330/1000] | D Loss: 0.4333 | G Loss: 1.8434
Grid Size (8, 8) | Epoch [340/1000] | D Loss: 0.4010 | G Loss: 1.7742
Grid Size (8, 8) | Epoch [350/1000] | D Loss: 0.2919 | G Loss: 1.9615
Grid Size (8, 8) | Epoch [360/1000] | D Loss: 0.3962 | G Loss: 2.6156
Grid Size (8, 8) | Epoch [370/1000] | D Loss: 0.3697 | G Loss: 2.0150
Grid Size (8, 8) | Epoch [380/1000] | D Loss: 0.3422 | G Loss: 2.1832
Grid Size (8, 8) | Epoch [390/1000] | D Loss: 0.3113 | G Loss: 1.9397
Grid Size (8, 8) | Epoch [400/1000] | D Loss: 0.2817 | G Loss: 2.2441
Grid Size (8, 8) | Epoch [410/1000] | D Loss: 0.2739 | G Loss: 2.1561
Grid Size (8, 8) | Epoch [420/1000] | D Loss: 0.2786 | G Loss: 2.2923
Grid Size (8, 8) | Epoch [430/1000] | D Loss: 0.3008 | G Loss: 2.3660
Grid Size (8, 8) | Epoch [440/1000] | D Loss: 0.3206 | G Loss: 1.7971
Grid Size (8, 8) | Epoch [450/1000] | D Loss: 0.2396 | G Loss: 2.4932
Grid Size (8, 8) | Epoch [460/1000] | D Loss: 0.2556 | G Loss: 2.5308
Grid Size (8, 8) | Epoch [470/1000] | D Loss: 0.2460 | G Loss: 2.4026
Grid Size (8, 8) | Epoch [480/1000] | D Loss: 0.2202 | G Loss: 2.6383
Grid Size (8, 8) | Epoch [490/1000] | D Loss: 0.1972 | G Loss: 2.6899
Grid Size (8, 8) | Epoch [500/1000] | D Loss: 0.2124 | G Loss: 2.6632
Grid Size (8, 8) | Epoch [510/1000] | D Loss: 0.1876 | G Loss: 2.8356
Grid Size (8, 8) | Epoch [520/1000] | D Loss: 0.2351 | G Loss: 2.3321
Grid Size (8, 8) | Epoch [530/1000] | D Loss: 0.1913 | G Loss: 2.7473
Grid Size (8, 8) | Epoch [540/1000] | D Loss: 0.2979 | G Loss: 2.3437
Grid Size (8, 8) | Epoch [550/1000] | D Loss: 0.1550 | G Loss: 2.8556
Grid Size (8, 8) | Epoch [560/1000] | D Loss: 0.1305 | G Loss: 2.9627
Grid Size (8, 8) | Epoch [570/1000] | D Loss: 0.1906 | G Loss: 2.5444
Grid Size (8, 8) | Epoch [580/1000] | D Loss: 0.1715 | G Loss: 2.7171
Grid Size (8, 8) | Epoch [590/1000] | D Loss: 0.1854 | G Loss: 2.7664
Grid Size (8, 8) | Epoch [600/1000] | D Loss: 0.1428 | G Loss: 2.9542
Grid Size (8, 8) | Epoch [610/1000] | D Loss: 0.1368 | G Loss: 3.0977
Grid Size (8, 8) | Epoch [620/1000] | D Loss: 0.1775 | G Loss: 3.1454
Grid Size (8, 8) | Epoch [630/1000] | D Loss: 0.1229 | G Loss: 3.3116
Grid Size (8, 8) | Epoch [640/1000] | D Loss: 0.1462 | G Loss: 3.0577
Grid Size (8, 8) | Epoch [650/1000] | D Loss: 0.1172 | G Loss: 3.0371
Grid Size (8, 8) | Epoch [660/1000] | D Loss: 0.1733 | G Loss: 3.0131
Grid Size (8, 8) | Epoch [670/1000] | D Loss: 0.1277 | G Loss: 3.3616
Grid Size (8, 8) | Epoch [680/1000] | D Loss: 0.1485 | G Loss: 3.6992
Grid Size (8, 8) | Epoch [690/1000] | D Loss: 0.1557 | G Loss: 3.1433
Grid Size (8, 8) | Epoch [700/1000] | D Loss: 0.1388 | G Loss: 3.3922
Grid Size (8, 8) | Epoch [710/1000] | D Loss: 0.1212 | G Loss: 3.4222
Grid Size (8, 8) | Epoch [720/1000] | D Loss: 0.0818 | G Loss: 3.7607
Grid Size (8, 8) | Epoch [730/1000] | D Loss: 0.0919 | G Loss: 3.7252
Grid Size (8, 8) | Epoch [740/1000] | D Loss: 0.1101 | G Loss: 3.7548
Grid Size (8, 8) | Epoch [750/1000] | D Loss: 0.1004 | G Loss: 3.9356
Grid Size (8, 8) | Epoch [760/1000] | D Loss: 0.0831 | G Loss: 3.9976
Grid Size (8, 8) | Epoch [770/1000] | D Loss: 0.0942 | G Loss: 3.8500
Grid Size (8, 8) | Epoch [780/1000] | D Loss: 0.0851 | G Loss: 3.7707
Grid Size (8, 8) | Epoch [790/1000] | D Loss: 0.0862 | G Loss: 3.2832
Grid Size (8, 8) | Epoch [800/1000] | D Loss: 0.0808 | G Loss: 3.5263
Grid Size (8, 8) | Epoch [810/1000] | D Loss: 0.1056 | G Loss: 3.6748
Grid Size (8, 8) | Epoch [820/1000] | D Loss: 0.1016 | G Loss: 3.3952
Grid Size (8, 8) | Epoch [830/1000] | D Loss: 0.0908 | G Loss: 3.6709
Grid Size (8, 8) | Epoch [840/1000] | D Loss: 0.0768 | G Loss: 3.8258
Grid Size (8, 8) | Epoch [850/1000] | D Loss: 0.0764 | G Loss: 3.9322
Grid Size (8, 8) | Epoch [860/1000] | D Loss: 0.0852 | G Loss: 4.0272
Grid Size (8, 8) | Epoch [870/1000] | D Loss: 0.0931 | G Loss: 3.8033
Grid Size (8, 8) | Epoch [880/1000] | D Loss: 0.0803 | G Loss: 3.9980
Grid Size (8, 8) | Epoch [890/1000] | D Loss: 0.0782 | G Loss: 4.0784
Grid Size (8, 8) | Epoch [900/1000] | D Loss: 0.0519 | G Loss: 4.1945
Grid Size (8, 8) | Epoch [910/1000] | D Loss: 0.0787 | G Loss: 3.7697
Grid Size (8, 8) | Epoch [920/1000] | D Loss: 0.0456 | G Loss: 4.3814
Grid Size (8, 8) | Epoch [930/1000] | D Loss: 0.0533 | G Loss: 4.5799
Grid Size (8, 8) | Epoch [940/1000] | D Loss: 0.0684 | G Loss: 4.3685
Grid Size (8, 8) | Epoch [950/1000] | D Loss: 0.0782 | G Loss: 4.3646
Grid Size (8, 8) | Epoch [960/1000] | D Loss: 0.0608 | G Loss: 4.2625
Grid Size (8, 8) | Epoch [970/1000] | D Loss: 0.0764 | G Loss: 3.8983
Grid Size (8, 8) | Epoch [980/1000] | D Loss: 0.0562 | G Loss: 4.3342
Grid Size (8, 8) | Epoch [990/1000] | D Loss: 0.0763 | G Loss: 3.9622

Training complete for grid size (8, 8).

Generating 200 new examples for grid size (8, 8)...
Generated dataset appended to '/content/drive/MyDrive/Google_AI_Studio/ARCAGI2025/datasets/generated_dcgan_dataset_8x8.json'.

Processing grid size (5, 3) with 40 examples...
Skipping training for grid size (5, 3) due to insufficient data (40 examples).

Processing grid size (3, 5) with 56 examples...
Skipping training for grid size (3, 5) due to insufficient data (56 examples).

Processing grid size (12, 14) with 20 examples...
Skipping training for grid size (12, 14) due to insufficient data (20 examples).

Processing grid size (14, 12) with 12 examples...
Skipping training for grid size (14, 12) due to insufficient data (12 examples).

Processing grid size (10, 7) with 10 examples...
Skipping training for grid size (10, 7) due to insufficient data (10 examples).

Processing grid size (7, 10) with 14 examples...
Skipping training for grid size (7, 10) due to insufficient data (14 examples).

Processing grid size (12, 3) with 14 examples...
Skipping training for grid size (12, 3) due to insufficient data (14 examples).

Processing grid size (3, 12) with 26 examples...
Skipping training for grid size (3, 12) due to insufficient data (26 examples).

Processing grid size (19, 18) with 12 examples...
Skipping training for grid size (19, 18) due to insufficient data (12 examples).

Processing grid size (18, 19) with 4 examples...
Skipping training for grid size (18, 19) due to insufficient data (4 examples).

Processing grid size (19, 19) with 160 examples...
Using Conv models for grid size (19, 19).
Grid Size (19, 19) | Epoch [0/1000] | D Loss: 1.6398 | G Loss: 0.6074
Grid Size (19, 19) | Epoch [10/1000] | D Loss: 0.6811 | G Loss: 1.3865
Grid Size (19, 19) | Epoch [20/1000] | D Loss: 0.7254 | G Loss: 1.3118
Grid Size (19, 19) | Epoch [30/1000] | D Loss: 0.5602 | G Loss: 1.5065
Grid Size (19, 19) | Epoch [40/1000] | D Loss: 0.5176 | G Loss: 1.5708
Grid Size (19, 19) | Epoch [50/1000] | D Loss: 0.4382 | G Loss: 1.7528
Grid Size (19, 19) | Epoch [60/1000] | D Loss: 0.4059 | G Loss: 1.9292
Grid Size (19, 19) | Epoch [70/1000] | D Loss: 0.4478 | G Loss: 2.0060
Grid Size (19, 19) | Epoch [80/1000] | D Loss: 0.3437 | G Loss: 2.1499
Grid Size (19, 19) | Epoch [90/1000] | D Loss: 0.3323 | G Loss: 2.2178
Grid Size (19, 19) | Epoch [100/1000] | D Loss: 0.4022 | G Loss: 1.9796
Grid Size (19, 19) | Epoch [110/1000] | D Loss: 0.4539 | G Loss: 1.9999
Grid Size (19, 19) | Epoch [120/1000] | D Loss: 0.4013 | G Loss: 1.7544
Grid Size (19, 19) | Epoch [130/1000] | D Loss: 0.4331 | G Loss: 2.2095
Grid Size (19, 19) | Epoch [140/1000] | D Loss: 0.4448 | G Loss: 2.1615
Grid Size (19, 19) | Epoch [150/1000] | D Loss: 0.4282 | G Loss: 1.8316
Grid Size (19, 19) | Epoch [160/1000] | D Loss: 0.5385 | G Loss: 2.2038
Grid Size (19, 19) | Epoch [170/1000] | D Loss: 0.4354 | G Loss: 2.0485
Grid Size (19, 19) | Epoch [180/1000] | D Loss: 0.5103 | G Loss: 1.9561
Grid Size (19, 19) | Epoch [190/1000] | D Loss: 0.4740 | G Loss: 1.7095
Grid Size (19, 19) | Epoch [200/1000] | D Loss: 0.5378 | G Loss: 1.8547
Grid Size (19, 19) | Epoch [210/1000] | D Loss: 0.5035 | G Loss: 1.8125
Grid Size (19, 19) | Epoch [220/1000] | D Loss: 0.4944 | G Loss: 1.8624
Grid Size (19, 19) | Epoch [230/1000] | D Loss: 0.5177 | G Loss: 1.8748
Grid Size (19, 19) | Epoch [240/1000] | D Loss: 0.4824 | G Loss: 1.5786
Grid Size (19, 19) | Epoch [250/1000] | D Loss: 0.5155 | G Loss: 1.5780
Grid Size (19, 19) | Epoch [260/1000] | D Loss: 0.4134 | G Loss: 1.7404
Grid Size (19, 19) | Epoch [270/1000] | D Loss: 0.3769 | G Loss: 2.0187
Grid Size (19, 19) | Epoch [280/1000] | D Loss: 0.4191 | G Loss: 2.4458
Grid Size (19, 19) | Epoch [290/1000] | D Loss: 0.3246 | G Loss: 2.0711
Grid Size (19, 19) | Epoch [300/1000] | D Loss: 0.2981 | G Loss: 2.3557
Grid Size (19, 19) | Epoch [310/1000] | D Loss: 0.3045 | G Loss: 2.3455
Grid Size (19, 19) | Epoch [320/1000] | D Loss: 0.3344 | G Loss: 2.6283
Grid Size (19, 19) | Epoch [330/1000] | D Loss: 0.3030 | G Loss: 2.7856
Grid Size (19, 19) | Epoch [340/1000] | D Loss: 0.4799 | G Loss: 2.7055
Grid Size (19, 19) | Epoch [350/1000] | D Loss: 0.2736 | G Loss: 2.1225
Grid Size (19, 19) | Epoch [360/1000] | D Loss: 0.2498 | G Loss: 2.4473
