
Processing grid size (6, 6) with 216 examples...
Skipping training for grid size (26, 22) due to insufficient data (16 examples).

Processing grid size (11, 14) with 6 examples...
Skipping training for grid size (11, 14) due to insufficient data (6 examples).

Processing grid size (14, 11) with 2 examples...
Skipping training for grid size (14, 11) due to insufficient data (2 examples).

Processing grid size (22, 23) with 8 examples...
Skipping training for grid size (22, 23) due to insufficient data (8 examples).

Processing grid size (23, 22) with 8 examples...
Skipping training for grid size (23, 22) due to insufficient data (8 examples).

Processing grid size (5, 4) with 34 examples...
Skipping training for grid size (5, 4) due to insufficient data (34 examples).

Processing grid size (4, 5) with 22 examples...
Skipping training for grid size (4, 5) due to insufficient data (22 examples).

Processing grid size (19, 16) with 10 examples...
Skipping training for grid size (19, 16) due to insufficient data (10 examples).

Processing grid size (16, 19) with 14 examples...
Skipping training for grid size (16, 19) due to insufficient data (14 examples).

Processing grid size (3, 13) with 6 examples...
Skipping training for grid size (3, 13) due to insufficient data (6 examples).

Processing grid size (13, 3) with 2 examples...
Skipping training for grid size (13, 3) due to insufficient data (2 examples).

Processing grid size (9, 13) with 6 examples...
Skipping training for grid size (9, 13) due to insufficient data (6 examples).

Processing grid size (13, 9) with 2 examples...
Skipping training for grid size (13, 9) due to insufficient data (2 examples).

Processing grid size (14, 15) with 8 examples...
Skipping training for grid size (14, 15) due to insufficient data (8 examples).

Processing grid size (15, 14) with 8 examples...
Skipping training for grid size (15, 14) due to insufficient data (8 examples).

Processing grid size (17, 18) with 28 examples...
Skipping training for grid size (17, 18) due to insufficient data (28 examples).

Processing grid size (18, 17) with 20 examples...
Skipping training for grid size (18, 17) due to insufficient data (20 examples).

Processing grid size (9, 15) with 32 examples...
Skipping training for grid size (9, 15) due to insufficient data (32 examples).

Processing grid size (15, 9) with 16 examples...
Skipping training for grid size (15, 9) due to insufficient data (16 examples).

Processing grid size (29, 29) with 40 examples...
Skipping training for grid size (29, 29) due to insufficient data (40 examples).

Processing grid size (6, 12) with 18 examples...
Skipping training for grid size (6, 12) due to insufficient data (18 examples).

Processing grid size (12, 6) with 6 examples...
Skipping training for grid size (12, 6) due to insufficient data (6 examples).

Processing grid size (11, 20) with 6 examples...
Skipping training for grid size (11, 20) due to insufficient data (6 examples).

Processing grid size (20, 11) with 2 examples...
Skipping training for grid size (20, 11) due to insufficient data (2 examples).

Processing grid size (2, 5) with 6 examples...
Skipping training for grid size (2, 5) due to insufficient data (6 examples).

Processing grid size (5, 2) with 2 examples...
Skipping training for grid size (5, 2) due to insufficient data (2 examples).

Processing grid size (30, 10) with 6 examples...
Skipping training for grid size (30, 10) due to insufficient data (6 examples).

Processing grid size (10, 30) with 2 examples...
Skipping training for grid size (10, 30) due to insufficient data (2 examples).

Processing grid size (4, 24) with 6 examples...
Skipping training for grid size (4, 24) due to insufficient data (6 examples).

Processing grid size (24, 4) with 2 examples...
Skipping training for grid size (24, 4) due to insufficient data (2 examples).

Processing grid size (17, 19) with 24 examples...
Skipping training for grid size (17, 19) due to insufficient data (24 examples).

Processing grid size (19, 17) with 8 examples...
Skipping training for grid size (19, 17) due to insufficient data (8 examples).

Processing grid size (10, 4) with 18 examples...
Skipping training for grid size (10, 4) due to insufficient data (18 examples).

Processing grid size (4, 10) with 6 examples...
Skipping training for grid size (4, 10) due to insufficient data (6 examples).

Processing grid size (11, 19) with 6 examples...
Skipping training for grid size (11, 19) due to insufficient data (6 examples).

Processing grid size (19, 11) with 2 examples...
Skipping training for grid size (19, 11) due to insufficient data (2 examples).

Processing grid size (17, 14) with 10 examples...
Skipping training for grid size (17, 14) due to insufficient data (10 examples).

Processing grid size (14, 17) with 14 examples...
Skipping training for grid size (14, 17) due to insufficient data (14 examples).

Processing grid size (7, 4) with 8 examples...
Skipping training for grid size (7, 4) due to insufficient data (8 examples).

Processing grid size (4, 7) with 8 examples...
Skipping training for grid size (4, 7) due to insufficient data (8 examples).

Processing grid size (14, 13) with 28 examples...
Skipping training for grid size (14, 13) due to insufficient data (28 examples).

Processing grid size (13, 14) with 20 examples...
Skipping training for grid size (13, 14) due to insufficient data (20 examples).

Processing grid size (17, 21) with 8 examples...
Skipping training for grid size (17, 21) due to insufficient data (8 examples).

Processing grid size (21, 17) with 8 examples...
Skipping training for grid size (21, 17) due to insufficient data (8 examples).

Processing grid size (3, 2) with 14 examples...
Skipping training for grid size (3, 2) due to insufficient data (14 examples).

Processing grid size (2, 3) with 10 examples...
Skipping training for grid size (2, 3) due to insufficient data (10 examples).

Processing grid size (18, 14) with 16 examples...
Skipping training for grid size (18, 14) due to insufficient data (16 examples).

Processing grid size (14, 18) with 16 examples...
Skipping training for grid size (14, 18) due to insufficient data (16 examples).

Processing grid size (26, 24) with 6 examples...
Skipping training for grid size (26, 24) due to insufficient data (6 examples).

Processing grid size (24, 26) with 2 examples...
Skipping training for grid size (24, 26) due to insufficient data (2 examples).

Processing grid size (1, 4) with 6 examples...
Skipping training for grid size (1, 4) due to insufficient data (6 examples).

Processing grid size (4, 1) with 2 examples...
Skipping training for grid size (4, 1) due to insufficient data (2 examples).

Processing grid size (19, 29) with 12 examples...
Skipping training for grid size (19, 29) due to insufficient data (12 examples).

Processing grid size (29, 19) with 4 examples...
Skipping training for grid size (29, 19) due to insufficient data (4 examples).

Processing grid size (27, 27) with 40 examples...
Skipping training for grid size (27, 27) due to insufficient data (40 examples).

Processing grid size (19, 22) with 6 examples...
Skipping training for grid size (19, 22) due to insufficient data (6 examples).

Processing grid size (22, 19) with 2 examples...
Skipping training for grid size (22, 19) due to insufficient data (2 examples).

Processing grid size (12, 4) with 12 examples...
Skipping training for grid size (12, 4) due to insufficient data (12 examples).

Processing grid size (4, 12) with 4 examples...
Skipping training for grid size (4, 12) due to insufficient data (4 examples).

Processing grid size (16, 17) with 14 examples...
Skipping training for grid size (16, 17) due to insufficient data (14 examples).

Processing grid size (17, 16) with 10 examples...
Skipping training for grid size (17, 16) due to insufficient data (10 examples).

Processing grid size (7, 17) with 6 examples...
Skipping training for grid size (7, 17) due to insufficient data (6 examples).

Processing grid size (17, 7) with 2 examples...
Skipping training for grid size (17, 7) due to insufficient data (2 examples).

Processing grid size (19, 23) with 6 examples...
Skipping training for grid size (19, 23) due to insufficient data (6 examples).

Processing grid size (23, 19) with 2 examples...
Skipping training for grid size (23, 19) due to insufficient data (2 examples).

Processing grid size (7, 11) with 22 examples...
Skipping training for grid size (7, 11) due to insufficient data (22 examples).

Processing grid size (11, 7) with 18 examples...
Skipping training for grid size (11, 7) due to insufficient data (18 examples).

Processing grid size (4, 18) with 6 examples...
Skipping training for grid size (4, 18) due to insufficient data (6 examples).

Processing grid size (18, 4) with 2 examples...
Skipping training for grid size (18, 4) due to insufficient data (2 examples).

Processing grid size (19, 30) with 6 examples...
Skipping training for grid size (19, 30) due to insufficient data (6 examples).

Processing grid size (30, 19) with 2 examples...
Skipping training for grid size (30, 19) due to insufficient data (2 examples).

Processing grid size (9, 5) with 6 examples...
Skipping training for grid size (9, 5) due to insufficient data (6 examples).

Processing grid size (5, 9) with 2 examples...
Skipping training for grid size (5, 9) due to insufficient data (2 examples).

Processing grid size (12, 24) with 6 examples...
Skipping training for grid size (12, 24) due to insufficient data (6 examples).

Processing grid size (24, 12) with 2 examples...
Skipping training for grid size (24, 12) due to insufficient data (2 examples).

Processing grid size (24, 20) with 6 examples...
Skipping training for grid size (24, 20) due to insufficient data (6 examples).

Processing grid size (20, 24) with 2 examples...
Skipping training for grid size (20, 24) due to insufficient data (2 examples).

Processing grid size (24, 24) with 32 examples...
Skipping training for grid size (24, 24) due to insufficient data (32 examples).

Processing grid size (30, 16) with 8 examples...
Skipping training for grid size (30, 16) due to insufficient data (8 examples).

Processing grid size (16, 30) with 8 examples...
Skipping training for grid size (16, 30) due to insufficient data (8 examples).

Processing grid size (21, 30) with 6 examples...
Skipping training for grid size (21, 30) due to insufficient data (6 examples).

Processing grid size (30, 21) with 2 examples...
Skipping training for grid size (30, 21) due to insufficient data (2 examples).

Processing grid size (24, 28) with 6 examples...
Skipping training for grid size (24, 28) due to insufficient data (6 examples).

Processing grid size (28, 24) with 2 examples...
Skipping training for grid size (28, 24) due to insufficient data (2 examples).

Processing grid size (5, 16) with 6 examples...
Skipping training for grid size (5, 16) due to insufficient data (6 examples).

Processing grid size (16, 5) with 2 examples...
Skipping training for grid size (16, 5) due to insufficient data (2 examples).

Processing grid size (5, 12) with 8 examples...
Skipping training for grid size (5, 12) due to insufficient data (8 examples).

Processing grid size (12, 5) with 8 examples...
Skipping training for grid size (12, 5) due to insufficient data (8 examples).

Processing grid size (4, 14) with 6 examples...
Skipping training for grid size (4, 14) due to insufficient data (6 examples).

Processing grid size (14, 4) with 2 examples...
Skipping training for grid size (14, 4) due to insufficient data (2 examples).

Processing grid size (16, 18) with 32 examples...
Skipping training for grid size (16, 18) due to insufficient data (32 examples).

Processing grid size (18, 16) with 16 examples...
Skipping training for grid size (18, 16) due to insufficient data (16 examples).

Processing grid size (13, 16) with 6 examples...
Skipping training for grid size (13, 16) due to insufficient data (6 examples).

Processing grid size (16, 13) with 2 examples...
Skipping training for grid size (16, 13) due to insufficient data (2 examples).

Processing grid size (24, 6) with 6 examples...
Skipping training for grid size (24, 6) due to insufficient data (6 examples).

Processing grid size (6, 24) with 2 examples...
Skipping training for grid size (6, 24) due to insufficient data (2 examples).

Processing grid size (22, 22) with 32 examples...
Skipping training for grid size (22, 22) due to insufficient data (32 examples).

Processing grid size (21, 12) with 6 examples...
Skipping training for grid size (21, 12) due to insufficient data (6 examples).

Processing grid size (12, 21) with 2 examples...
Skipping training for grid size (12, 21) due to insufficient data (2 examples).

Processing grid size (10, 15) with 26 examples...
Skipping training for grid size (10, 15) due to insufficient data (26 examples).

Processing grid size (15, 10) with 14 examples...
Skipping training for grid size (15, 10) due to insufficient data (14 examples).

Processing grid size (15, 13) with 8 examples...
Skipping training for grid size (15, 13) due to insufficient data (8 examples).

Processing grid size (13, 15) with 8 examples...
Skipping training for grid size (13, 15) due to insufficient data (8 examples).

Processing grid size (7, 6) with 8 examples...
Skipping training for grid size (7, 6) due to insufficient data (8 examples).

Processing grid size (6, 7) with 8 examples...
Skipping training for grid size (6, 7) due to insufficient data (8 examples).

Processing grid size (3, 29) with 6 examples...
Skipping training for grid size (3, 29) due to insufficient data (6 examples).

Processing grid size (29, 3) with 2 examples...
Skipping training for grid size (29, 3) due to insufficient data (2 examples).

Processing grid size (12, 8) with 10 examples...
Skipping training for grid size (12, 8) due to insufficient data (10 examples).

Processing grid size (8, 12) with 14 examples...
Skipping training for grid size (8, 12) due to insufficient data (14 examples).

Processing grid size (7, 5) with 6 examples...
Skipping training for grid size (7, 5) due to insufficient data (6 examples).

Processing grid size (5, 7) with 2 examples...
Skipping training for grid size (5, 7) due to insufficient data (2 examples).

Processing grid size (3, 25) with 6 examples...
Skipping training for grid size (3, 25) due to insufficient data (6 examples).

Processing grid size (25, 3) with 2 examples...
Skipping training for grid size (25, 3) due to insufficient data (2 examples).

Processing grid size (7, 8) with 14 examples...
Skipping training for grid size (7, 8) due to insufficient data (14 examples).

Processing grid size (8, 7) with 10 examples...
Skipping training for grid size (8, 7) due to insufficient data (10 examples).

Processing grid size (8, 16) with 6 examples...
Skipping training for grid size (8, 16) due to insufficient data (6 examples).

Processing grid size (16, 8) with 2 examples...
Skipping training for grid size (16, 8) due to insufficient data (2 examples).

Processing grid size (6, 9) with 12 examples...
Skipping training for grid size (6, 9) due to insufficient data (12 examples).

Processing grid size (9, 6) with 4 examples...
Skipping training for grid size (9, 6) due to insufficient data (4 examples).

Processing grid size (22, 25) with 12 examples...
Skipping training for grid size (22, 25) due to insufficient data (12 examples).

Processing grid size (25, 22) with 4 examples...
Skipping training for grid size (25, 22) due to insufficient data (4 examples).

Processing grid size (29, 28) with 14 examples...
Skipping training for grid size (29, 28) due to insufficient data (14 examples).

Processing grid size (28, 29) with 10 examples...
Skipping training for grid size (28, 29) due to insufficient data (10 examples).

Processing grid size (12, 17) with 18 examples...
Skipping training for grid size (12, 17) due to insufficient data (18 examples).

Processing grid size (17, 12) with 6 examples...
Skipping training for grid size (17, 12) due to insufficient data (6 examples).

Processing grid size (7, 15) with 18 examples...
Skipping training for grid size (7, 15) due to insufficient data (18 examples).

Processing grid size (15, 7) with 6 examples...
Skipping training for grid size (15, 7) due to insufficient data (6 examples).

Processing grid size (10, 20) with 8 examples...
Skipping training for grid size (10, 20) due to insufficient data (8 examples).

Processing grid size (20, 10) with 8 examples...
Skipping training for grid size (20, 10) due to insufficient data (8 examples).

Processing grid size (14, 10) with 8 examples...
Skipping training for grid size (14, 10) due to insufficient data (8 examples).

Processing grid size (10, 14) with 8 examples...
Skipping training for grid size (10, 14) due to insufficient data (8 examples).

Processing grid size (9, 30) with 6 examples...
Skipping training for grid size (9, 30) due to insufficient data (6 examples).

Processing grid size (30, 9) with 2 examples...
Skipping training for grid size (30, 9) due to insufficient data (2 examples).

Processing grid size (3, 30) with 6 examples...
Skipping training for grid size (3, 30) due to insufficient data (6 examples).

Processing grid size (30, 3) with 2 examples...
Skipping training for grid size (30, 3) due to insufficient data (2 examples).

Processing grid size (27, 25) with 12 examples...
Skipping training for grid size (27, 25) due to insufficient data (12 examples).

Processing grid size (25, 27) with 4 examples...
Skipping training for grid size (25, 27) due to insufficient data (4 examples).

Processing grid size (15, 18) with 8 examples...
Skipping training for grid size (15, 18) due to insufficient data (8 examples).

Processing grid size (18, 15) with 8 examples...
Skipping training for grid size (18, 15) due to insufficient data (8 examples).

Processing grid size (4, 9) with 14 examples...
Skipping training for grid size (4, 9) due to insufficient data (14 examples).

Processing grid size (9, 4) with 10 examples...
Skipping training for grid size (9, 4) due to insufficient data (10 examples).

Processing grid size (20, 19) with 6 examples...
Skipping training for grid size (20, 19) due to insufficient data (6 examples).

Processing grid size (19, 20) with 2 examples...
Skipping training for grid size (19, 20) due to insufficient data (2 examples).

Processing grid size (3, 11) with 6 examples...
Skipping training for grid size (3, 11) due to insufficient data (6 examples).

Processing grid size (11, 3) with 2 examples...
Skipping training for grid size (11, 3) due to insufficient data (2 examples).

Processing grid size (9, 10) with 8 examples...
Skipping training for grid size (9, 10) due to insufficient data (8 examples).

Processing grid size (10, 9) with 8 examples...
Skipping training for grid size (10, 9) due to insufficient data (8 examples).

Processing grid size (17, 5) with 6 examples...
Skipping training for grid size (17, 5) due to insufficient data (6 examples).

Processing grid size (5, 17) with 2 examples...
Skipping training for grid size (5, 17) due to insufficient data (2 examples).

Processing grid size (10, 13) with 8 examples...
Skipping training for grid size (10, 13) due to insufficient data (8 examples).

Processing grid size (13, 10) with 8 examples...
Skipping training for grid size (13, 10) due to insufficient data (8 examples).

Processing grid size (9, 12) with 6 examples...
Skipping training for grid size (9, 12) due to insufficient data (6 examples).

Processing grid size (12, 9) with 2 examples...
Skipping training for grid size (12, 9) due to insufficient data (2 examples).

Processing grid size (22, 27) with 6 examples...
Skipping training for grid size (22, 27) due to insufficient data (6 examples).

Processing grid size (27, 22) with 2 examples...
Skipping training for grid size (27, 22) due to insufficient data (2 examples).

Processing grid size (5, 18) with 6 examples...
Skipping training for grid size (5, 18) due to insufficient data (6 examples).

Processing grid size (18, 5) with 2 examples...
Skipping training for grid size (18, 5) due to insufficient data (2 examples).

Processing grid size (13, 29) with 6 examples...
Skipping training for grid size (13, 29) due to insufficient data (6 examples).

Processing grid size (29, 13) with 2 examples...
Skipping training for grid size (29, 13) due to insufficient data (2 examples).

Processing grid size (10, 16) with 6 examples...
Skipping training for grid size (10, 16) due to insufficient data (6 examples).

Processing grid size (16, 10) with 2 examples...
Skipping training for grid size (16, 10) due to insufficient data (2 examples).

Processing grid size (12, 26) with 6 examples...
Skipping training for grid size (12, 26) due to insufficient data (6 examples).

Processing grid size (26, 12) with 2 examples...
Skipping training for grid size (26, 12) due to insufficient data (2 examples).

Processing grid size (13, 24) with 8 examples...
Skipping training for grid size (13, 24) due to insufficient data (8 examples).

Processing grid size (24, 13) with 8 examples...
Skipping training for grid size (24, 13) due to insufficient data (8 examples).

Processing grid size (10, 5) with 12 examples...
Skipping training for grid size (10, 5) due to insufficient data (12 examples).

Processing grid size (5, 10) with 4 examples...
Skipping training for grid size (5, 10) due to insufficient data (4 examples).

Processing grid size (7, 28) with 6 examples...
Skipping training for grid size (7, 28) due to insufficient data (6 examples).

Processing grid size (28, 7) with 2 examples...
Skipping training for grid size (28, 7) due to insufficient data (2 examples).

Processing grid size (16, 27) with 6 examples...
Skipping training for grid size (16, 27) due to insufficient data (6 examples).

Processing grid size (27, 16) with 2 examples...
Skipping training for grid size (27, 16) due to insufficient data (2 examples).

Processing grid size (28, 27) with 6 examples...
Skipping training for grid size (28, 27) due to insufficient data (6 examples).

Processing grid size (27, 28) with 2 examples...
Skipping training for grid size (27, 28) due to insufficient data (2 examples).

Processing grid size (26, 27) with 6 examples...
Skipping training for grid size (26, 27) due to insufficient data (6 examples).

Processing grid size (27, 26) with 2 examples...
Skipping training for grid size (27, 26) due to insufficient data (2 examples).

Processing grid size (5, 8) with 6 examples...
Skipping training for grid size (5, 8) due to insufficient data (6 examples).

Processing grid size (8, 5) with 2 examples...
Skipping training for grid size (8, 5) due to insufficient data (2 examples).

Processing grid size (11, 6) with 12 examples...
Skipping training for grid size (11, 6) due to insufficient data (12 examples).

Processing grid size (6, 11) with 4 examples...
Skipping training for grid size (6, 11) due to insufficient data (4 examples).

Processing grid size (8, 4) with 6 examples...
Skipping training for grid size (8, 4) due to insufficient data (6 examples).

Processing grid size (4, 8) with 2 examples...
Skipping training for grid size (4, 8) due to insufficient data (2 examples).

Processing grid size (10, 24) with 6 examples...
Skipping training for grid size (10, 24) due to insufficient data (6 examples).

Processing grid size (24, 10) with 2 examples...
Skipping training for grid size (24, 10) due to insufficient data (2 examples).

Processing grid size (8, 2) with 6 examples...
Skipping training for grid size (8, 2) due to insufficient data (6 examples).

Processing grid size (2, 8) with 2 examples...
Skipping training for grid size (2, 8) due to insufficient data (2 examples).

Processing grid size (12, 7) with 6 examples...
Skipping training for grid size (12, 7) due to insufficient data (6 examples).

Processing grid size (7, 12) with 2 examples...
Skipping training for grid size (7, 12) due to insufficient data (2 examples).

Processing grid size (5, 27) with 6 examples...
Skipping training for grid size (5, 27) due to insufficient data (6 examples).

Processing grid size (27, 5) with 2 examples...
Skipping training for grid size (27, 5) due to insufficient data (2 examples).

Processing grid size (18, 22) with 12 examples...
Skipping training for grid size (18, 22) due to insufficient data (12 examples).

Processing grid size (22, 18) with 4 examples...
Skipping training for grid size (22, 18) due to insufficient data (4 examples).

Processing grid size (27, 23) with 6 examples...
Skipping training for grid size (27, 23) due to insufficient data (6 examples).

Processing grid size (23, 27) with 2 examples...
Skipping training for grid size (23, 27) due to insufficient data (2 examples).

Processing grid size (19, 9) with 6 examples...
Skipping training for grid size (19, 9) due to insufficient data (6 examples).

Processing grid size (9, 19) with 2 examples...
Skipping training for grid size (9, 19) due to insufficient data (2 examples).

Processing grid size (16, 7) with 6 examples...
Skipping training for grid size (16, 7) due to insufficient data (6 examples).

Processing grid size (7, 16) with 2 examples...
Skipping training for grid size (7, 16) due to insufficient data (2 examples).

Processing grid size (3, 17) with 12 examples...
Skipping training for grid size (3, 17) due to insufficient data (12 examples).

Processing grid size (17, 3) with 4 examples...
Skipping training for grid size (17, 3) due to insufficient data (4 examples).

Processing grid size (4, 20) with 6 examples...
Skipping training for grid size (4, 20) due to insufficient data (6 examples).

Processing grid size (20, 4) with 2 examples...
Skipping training for grid size (20, 4) due to insufficient data (2 examples).

Processing grid size (21, 22) with 6 examples...
Skipping training for grid size (21, 22) due to insufficient data (6 examples).

Processing grid size (22, 21) with 2 examples...
Skipping training for grid size (22, 21) due to insufficient data (2 examples).

Processing grid size (23, 28) with 6 examples...
Skipping training for grid size (23, 28) due to insufficient data (6 examples).

Processing grid size (28, 23) with 2 examples...
Skipping training for grid size (28, 23) due to insufficient data (2 examples).

Processing grid size (5, 15) with 6 examples...
Skipping training for grid size (5, 15) due to insufficient data (6 examples).

Processing grid size (15, 5) with 2 examples...
Skipping training for grid size (15, 5) due to insufficient data (2 examples).

Processing grid size (17, 25) with 6 examples...
Skipping training for grid size (17, 25) due to insufficient data (6 examples).

Processing grid size (25, 17) with 2 examples...
Skipping training for grid size (25, 17) due to insufficient data (2 examples).

Processing grid size (22, 3) with 6 examples...
Skipping training for grid size (22, 3) due to insufficient data (6 examples).

Processing grid size (3, 22) with 2 examples...
Skipping training for grid size (3, 22) due to insufficient data (2 examples).

Processing grid size (17, 6) with 6 examples...
Skipping training for grid size (17, 6) due to insufficient data (6 examples).

Processing grid size (6, 17) with 2 examples...
Skipping training for grid size (6, 17) due to insufficient data (2 examples).

Processing grid size (11, 28) with 6 examples...
Skipping training for grid size (11, 28) due to insufficient data (6 examples).

Processing grid size (28, 11) with 2 examples...
Skipping training for grid size (28, 11) due to insufficient data (2 examples).

Processing grid size (17, 30) with 8 examples...
Skipping training for grid size (17, 30) due to insufficient data (8 examples).

Processing grid size (30, 17) with 8 examples...
Skipping training for grid size (30, 17) due to insufficient data (8 examples).

Processing grid size (3, 15) with 6 examples...
Skipping training for grid size (3, 15) due to insufficient data (6 examples).

Processing grid size (15, 3) with 2 examples...
Skipping training for grid size (15, 3) due to insufficient data (2 examples).

Processing grid size (3, 1) with 18 examples...
Skipping training for grid size (3, 1) due to insufficient data (18 examples).

Processing grid size (1, 3) with 6 examples...
Skipping training for grid size (1, 3) due to insufficient data (6 examples).

Processing grid size (2, 6) with 6 examples...
Skipping training for grid size (2, 6) due to insufficient data (6 examples).

Processing grid size (6, 2) with 2 examples...
Skipping training for grid size (6, 2) due to insufficient data (2 examples).

Processing grid size (8, 13) with 6 examples...
Skipping training for grid size (8, 13) due to insufficient data (6 examples).

Processing grid size (13, 8) with 2 examples...
Skipping training for grid size (13, 8) due to insufficient data (2 examples).

Processing grid size (30, 29) with 6 examples...
Skipping training for grid size (30, 29) due to insufficient data (6 examples).

Processing grid size (29, 30) with 2 examples...
Skipping training for grid size (29, 30) due to insufficient data (2 examples).

Processing grid size (25, 15) with 6 examples...
Skipping training for grid size (25, 15) due to insufficient data (6 examples).

Processing grid size (15, 25) with 2 examples...
Skipping training for grid size (15, 25) due to insufficient data (2 examples).

Processing grid size (20, 18) with 6 examples...
Skipping training for grid size (20, 18) due to insufficient data (6 examples).

Processing grid size (18, 20) with 2 examples...
Skipping training for grid size (18, 20) due to insufficient data (2 examples).

Processing grid size (30, 20) with 6 examples...
Skipping training for grid size (30, 20) due to insufficient data (6 examples).

Processing grid size (20, 30) with 2 examples...
Skipping training for grid size (20, 30) due to insufficient data (2 examples).
